Kent State Golden Flashes,http://www.vandelaysports.com/images/logo_ksu1.gif
Miami (OH) RedHawks,http://www.vandelaysports.com/images/logo_miami1.gif
Northern Illinois Huskies,http://upload.wikimedia.org/wikipedia/en/e/e4/NIU_Huskies.png
Ohio Bobcats,http://www.vandelaysports.com/images/logo_ohio1.gif
Temple Owls,http://www.logoserver.com/college/TempleOwls4.GIF
Toledo Rockets,http://upload.wikimedia.org/wikipedia/en/e/e0/ToledoRockets.png
Western Michigan Broncos,http://www.fantasycollegeblitz.com/wp-content/uploads/2009/08/WESTERN-MICHIGAN-BRONCOS-logo1.jpg
Air Force Falcons,http://upload.wikimedia.org/wikipedia/en/e/e8/AirForceFalcons.png
Brigham Young Cougars,http://collegefootballbelt.com/Logos/BYU%20logo.gif
Colorado State Rams,http://www.artisticglassdesign.net/products/Colorado%20State%20Rams%20Logo.jpg
New Mexico Lobos,http://www.myonlinecamp.com/lobosocceracademy/images/lobos%20logo.jpg
San Diego State Aztecs,http://www.pages.drexel.edu/~en59/images/Aztec%20logo.gif
TCU Horned Frogs,http://upload.wikimedia.org/wikipedia/en/9/9a/TCUHornedFrogs.png
UNLV Rebels,http://www.sport-insight.com/images/ncaaf/UNLV%20Rebels.gif
Utah Utes,http://upload.wikimedia.org/wikipedia/en/6/6c/Utah_Utes_logo.png
Wyoming Cowboys,http://www.sportsapparelsuperstore.com/images/Wyoming%20Cowboys.gif
Arizona Wildcats,http://image3.examiner.com/images/blog/EXID17817/images/091223135823ArizonaWildcats.png
Arizona State Sun Devils,http://cache.deadspin.com/assets/resources/2008/03/ArizonaStateSunDevils.jpg
California Golden Bears,http://cache.deadspin.com/assets/resources/2008/03/CaliforniaGoldenBears.jpg
Oregon Ducks,http://images.cbssports.com/images/cbss/ui2/logos/collegefootball/160x100/OR.gif
Oregon State Beavers,http://upload.wikimedia.org/wikipedia/en/6/64/Oregon_State_Beavers_logo.png
Stanford Cardinal,http://www.freelogovector.com/gallery/s/Stanford-Cardinal-NCAA.jpg
UCLA Bruins,http://www.chiff.com/college-basketball/graphics/ucla-bruins-logo.jpg
USC Trojans,http://www.simpalife.com/wp-content/uploads/2009/11/USC-Trojans.jpg
Washington Huskies,http://www.espnnorthwest.com/media/photologue/photos/husky-logo.jpg
Washington State Cougars,http://collegebaseball360.com/wp-content/uploads/2009/12/Cougars1.png
Alabama Crimson Tide,https://www.ispstadiumseating.com/pilotFiles/affiliateSchools/thumbs/alabama_logo.jpg
Arkansas Razorbacks,http://www.bbvrazorbackclub.org/images/Razorback%20Logo.gif
Auburn Tigers,http://collegefootballbelt.com/Logos/auburn%20logo.gif
Florida Gators,http://stadiumdrives.com/images/stories/August/florida-gators-logo.jpg
Georgia Bulldogs,http://i182.photobucket.com/albums/x73/baconbcrispy/GeorgiaBulldogs.png
Kentucky Wildcats,http://www.dfwsecfans.com/images/logos/300x300/kentucky.gif
LSU Tigers,http://www.usaplayers.com/blog/wp-content/uploads/2009/06/lsu.jpg
Mississippi Rebels,http://images.cbssports.com/images/cbss/ui2/logos/collegefootball/160x100/MS.gif
Mississippi State Bulldogs,http://sassuperstore.com/sportsapparelsuperstore.com/images/Mississippi%20State%20Bulldogs.gif
South Carolina Gamecocks,http://www.pycomall.com/images/P/gamecocks_logo.gif
Tennessee Volunteers,http://www.dfwsecfans.com/images/logos/300x300/tennessee.gif
Vanderbilt Commodores,http://en.academic.ru/pictures/enwiki/86/Vanderbilt_Commodores.png
Arkansas State Redwolves,http://www.christianvalleycc.org/Portals/0/red%20wolves.jpg
Florida Atlantic Owls,http://www.themacdaily.com/web_images/fau.jpg
FIU Golden Panthers,http://upload.wikimedia.org/wikipedia/en/3/3d/FIUGoldenPanthers.png
Louisiana-Lafayette Ragin' Cajuns,http://upload.wikimedia.org/wikipedia/en/8/81/ULLRaginCajuns.png
Louisiana-Monroe Warhawks,http://www.sport-insight.com/images/ncaaf/Louisiana-Monroe.gif
Middle Tennessee Blue Raiders,http://www.sport-insight.com/images/ncaaf/Middle%20Tenn.%20St.%20Blue%20Raiders.gif
North Texas Mean Green,http://w5.campusexplorer.com/media/376x262/media-3B9B2858.png
Troy Trojans,http://www.sport-insight.com/images/ncaaf/Troy%20Trojans.gif
Western Kentucky Hilltoppers,http://cache.deadspin.com/assets/resources/2008/03/WesternKentuckyHilltoppers.jpg
Boise State Broncos,http://www.spartyandfriends.com/wp-content/uploads/2009/08/boise.jpg
Fresno State Bulldogs,http://www.sport-insight.com/images/ncaaf/Fresno%20St.%20Bulldogs.gif
Hawaii Warriors,http://www.sport-insight.com/images/ncaaf/Hawaii%20Warriors.gif
Idaho Vandals,http://www.gamewornuniforms.com/catalog/images/Idaho_Vandals.gif
Louisiana Tech Bulldogs,http://www.takoma.com/takomasilversports/Louisiana%20Tech.gif
Nevada Wolf Pack,http://media.scout.com/Media/Image/57/574211.jpg
New Mexico State Aggies,http://www.sportsbookgurus.com/news/wp-content/uploads/2010/03/new-mexico-state-aggies.png
San Jose State Spartans,http://www.degreedriven.com/images/logo/16WNVTNGEE.jpg
Utah State Aggies,http://1.bp.blogspot.com/_B7hjPcLNpDs/SWjpyjW8EpI/AAAAAAAAAO0/A4ecj4ql_qU/S220/180px-UtahStateAggies.png
